bookID,title,authors,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary,
2022,The Frogs,Aristophanes/B.B. Rogers,3.8,en-US,88,3,1,1/1/2005,Digireads.com,"Be careful what you wish for...

Once upon a time there was a fairy godmother named Desiderata who had a good heart, a wise head, and poor planning skills—which unfortunately left the Princess Emberella in the care of her other (not quite so good and wise) godmother when DEATH came for Desiderata. So now it's up to Magrat Garlick, Granny Weatherwax, and Nanny Ogg to hop on broomsticks and make for far-distant Genua to ensure the servant girl doesn't marry the Prince.

But the road to Genua is bumpy, and along the way the trio of witches encounters the occasional vampire, werewolf, and falling house (well this is a fairy tale, after all). The trouble really begins once these reluctant foster-godmothers arrive in Genua and must outwit their power-hungry counterpart who'll stop at nothing to achieve a proper ""happy ending""—even if it means destroying a kingdom. (less)",
2025,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,eng,320,76,6,6/21/1990,OUP Oxford,"The Innocents Abroad, or The New Pilgrims' Progress is a travel book by American author Mark Twain published in 1869 which humorously chronicles what Twain called his ""Great Pleasure Excursion"" on board the chartered vessel Quaker City (formerly USS Quaker City) through Europe and the Holy Land with a group of American travelers in 1867. It was the best-selling of Twain's works during his lifetime, as well as one of the best-selling travel books of all time. (less)",
2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,eng,276,3,0,11/18/2004,Cambridge University Press,"Fully revised eighth edition of the definitive and acclaimed guide to short and long-term opportunities around the world for both trained and untrained teachers in the booming field of teaching English as a foreign language. Opportunities exist from Bordeaux to Bogota, Paris to Patras and the Mediterranean to the South China Seas as the worldwide desire to learn English is fuelled by the gradual adoption of English as the language of the internet.
Teaching English Abroad covers all the essentials for anyone considering working as an English teacher overseas, including:

*Deciding to go and preparation.
*Training as an EFL teacher with details of 380 TELF courses in the USA and around the world.
*The different ways of finding a job.
*A specific guide to the opportunities in 88 countries.


Invaluable background information in the book includes a section on training as an EFL teacher on courses that last for periods from a weekend to two years; it also advises on the preparations to make before leaving to take up a job and on how to cope with any problems that may arise once actually working.
Essential information provided by Teaching English Abroad on finding a job includes:

*A directory giving the teacher requirements of more than 700 language schools worldwide.
*Over 1,000 additional language school addresses to contact for jobs.
*Recruitment organizations and useful websites.
*How to set yourself up as a freelance teacher.
*Finding jobs on the spot once abroad.


In addition the country guide in Teaching English Abroad covers 88 countries around the world where EFL is a major industry, giving information on the local prospects in each country for qualified and unqualified teachers, the red tape involved in taking up work, conditions of employment etc.

(less)",
2028,Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,3.77,en-GB,124,56,4,4/1/1997,Prometheus Books,"This volume, which completes the new Loeb Classical Library edition of Hesiod, contains ""The Shield"" and extant fragments of other poems, including the ""Catalogue of Women,"" that were attributed to Hesiod in antiquity. None of these is now thought to be by Hesiod himself, but all have considerable literary and historical interest. The ""Catalogue of Women"" is a systematic presentation in five books of a large number of Greek legendary heroes and episodes, organized according to the genealogy of the heroes' mortal mothers. ""The Shield"" provides a Hesiodic counterpoint to the shield of Achilles in the Iliad, with Heracles as the protagonist. The volume concludes with a comprehensive index to the complete edition. (less)",
2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5,grc,364,0,0,2/22/1922,Oxford University Press  USA,"'I had made myself the most complicated and the most hopeless trap that ever a man devised'

When a Victorian scientist propels himself in the year 802,701 AD, he is initially delighted to find that suffering has been replaced by beauty, contentment and peace. Entranced at first by the Eloi, an elfin species descended from man, he soon realises that this beautiful people are simply remnants of a once-great culture - now weak and childishly afraid of the dark. They have every reason to be afraid: in deep tunnels beneath their paradise lurks another race descended from humanity - the sinister Morlocks. And when the scientist's time machine vanishes, it becomes clear he must search these tunnels if he is ever to return to his own era.

The Time Machine is the first and greatest modern portrayal of time travel. Part of a brand-new Penguin series of H.G. Wells' works, this edition includes a newly established text, a full biographical essay on Wells, a further reading list and detailed notes. Marina Warner's introduction considers Wells' development of the 'scientific romance' and places the novel in the context of its times. (less)",
2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,eng,127,7,1,6/1/1991,Bristol Classical Press,"The Time Traveller, a dreamer obsessed with traveling through time, builds himself a time machine and, much to his surprise, travels over 800,000 years into the future. He lands in the year 802701: the world has been transformed by a society living in apparent harmony and bliss, but as the Traveler stays in the future he discovers a hidden barbaric and depraved subterranean class. Wells's transparent commentary on the capitalist society was an instant bestseller and launched the time-travel genre.
 The Time Machine inspired the international bestseller The Map of Time by Félix J. Palma. As a gift to our readers, we are including the first three chapters of The Map of Time in this ebook edition.  
(less)",
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,eng,1076,1107,48,10/1/1995,Library of America,"One of the most thrilling science-fiction adventures of all time, now with an introduction by Melvin Burgess

The Time Traveller has ridden his machine hundreds of years into the future. Buildings, cities, and civilizations rise and fall before his eyes. He is welcomed to 802701 by the frail and simple Eloi.
The future seems safe--until the Time Traveller encounters the shadowy, carnivorous Morlocks, inhabitants of the Underworld. The Morlocks terrorize the Eloi, hunt the Time Traveller, and capture the Time Machine.
Can the Time Traveller escape the future with his Time Machine...and his life? (less)",
2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.5,eng,1199,1324,66,10/1/1995,Library of America,"Herbert George Wells was perhaps best known as the author of such classic works of science fiction as The Time Machine and War of the Worlds. But it was in his short stories, written when he was a young man embarking on a literary career, that he first explored the enormous potential of the scientific discoveries of the day. He described his stories as ""a miscellany of inventions,"" yet his enthusiasm for science was tempered by an awareness of its horrifying destructive powers and the threat it could pose to the human race. A consummate storyteller, he made fantastic creatures and machines entirely believable, and by placing ordinary men and women in extraordinary situations, he explored, with humor, what it means to be alive in a century of rapid scientific progress. At the dawn of a new millennium, Wells' singular vision is more compelling than ever. (less)",
2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45,eng,1016,241,11,10/15/2002,Everyman's Library,"Presented as a miraculous cure-all, Tono-Bungay is in fact nothing other than a pleasant-tasting liquid with no positive effects. Nonetheless, when the young George Ponderevo is employed by his uncle Edward to help market this ineffective medicine, he finds his life overwhelmed by its sudden success. Soon the worthless substance is turned into a formidable fortune as society becomes convinced of the merits of Tono-Bungay through a combination of skilled advertising and public credulity.

-Includes a newly established text, a full biographical essay on Wells, a list of further reading, and detailed notes
-Edward Mendelson's introduction explores the many ways in which Tono-Bungay satirizes the fictions and delusions that shape modern life (less)",
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,eng,265,13233,570,8/12/1992,Vintage Crime/Black Lizard,"A spectacular best seller and now a classic, The Name of the Rose catapulted Umberto Eco, an Italian professor of semiotics turned novelist, to international prominence. An erudite murder mystery set in a fourteenth-century monastery, it is not only a gripping story but also a brilliant exploration of medieval philosophy, history, theology, and logic.



In 1327, Brother William of Baskerville is sent to investigate a wealthy Italian abbey whose monks are suspected of heresy. When his mission is overshadowed by seven bizarre deaths patterned on the book of Revelation, Brother William turns detective, following the trail of a conspiracy that brings him face-to-face with the abbey's labyrinthine secrets, the subversive effects of laughter, and the medieval Inquisition. Caught in a power struggle between the emperor he serves and the pope who rules the Church, Brother William comes to see that what is at stake is larger than any mere political dispute-that his investigation is being blocked by those who fear imagination, curiosity, and the power of ideas.



The Name of the Rose offers the reader not only an ingeniously constructed mystery--complete with secret symbols and coded manuscripts--but also an unparalleled portrait of the medieval world on the brink of profound transformation. (less)",
2051,The Simple Art of Murder,Raymond Chandler,4.16,eng,384,4952,162,9/12/1988,Vintage Crime/Black Lizard,"Henri Nouwen was a spiritual thinker with an unusual capacity to write about the life of Jesus and the love of God in ways that have inspired countless people to trust life more fully.

Most widely read among the over 40 books Father Nouwen wrote is In the Name of Jesus. For a society that measures successful leadership in terms of the effectiveness of the individual, Father Nouwen offers a counter definition that is witnessed by a ""communal and mutual experience."" For Nouwen, leadership cannot function apart from the community. His wisdom is grounded in the foundation that we are a people ""called.""

This beautiful guide to Christian Leadership is the rich fruit of Henri Nouwen's own journey as one of the most influential spiritual leaders of the 20th century. (less)",
2052,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,eng,231,103400,4076,7/12/1988,Vintage Crime,"“Daddy and Roger and ’em shot ’em a nigger.” Those words, whispered to ten-year-old Tim Tyson by a playmate, heralded a ?restorm that would forever transform the tobacco market town of Oxford, North Carolina.

On May 11, 1970, Henry Marrow, a twenty-three-year-old black veteran, walked into a crossroads store owned by Robert Teel and came out running. Teel and two of his sons chased and beat Marrow, then killed him in public as he pleaded for his life.

Like many small Southern towns, Oxford had barely been touched by the civil rights movement. But in the wake of the killing, young African Americans took to the streets. While lawyers battled in the courthouse, the Klan raged in the shadows and black Vietnam veterans torched the town’s tobacco warehouses. Tyson’s father, the pastor of Oxford’s all-white Methodist church, urged the town to come to terms with its bloody racial history. In the end, however, the Tyson family was forced to move away.

Tim Tyson’s riveting narrative of that fiery summer brings gritty blues truth, soaring gospel vision, and down-home humor to a shocking episode of our history. Like To Kill a Mockingbird, Blood Done Sign My Name is a classic portrait of an unforgettable time and place. (less)",
2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,eng,379,26389,1619,8/12/1988,Vintage Crime/Black Lizard,"From Nobel Prize–winning author José Saramago, a magnificent, mesmerizing parable of loss

A city is hit by an epidemic of ""white blindness"" that spares no one. Authorities confine the blind to an empty mental hospital, but there the criminal element holds everyone captive, stealing food rations and assaulting women. There is one eyewitness to this nightmare who guides her charges—among them a boy with no mother, a girl with dark glasses, a dog of tears—through the barren streets, and their procession becomes as uncanny as the surroundings are harrowing. As Blindness reclaims the age-old story of a plague, it evokes the vivid and trembling horrors of the twentieth century, leaving readers with a powerful vision of the human spirit that's bound both by weakness and exhilarating strength. (less)",
2056,An Evening of Long Goodbyes,Paul Murray,3.6,eng,448,983,130,9/13/2005,Random House Trade Paperbacks,"A wry, fictional account of the life of Christ by Nobel laureate José Saramago

A brilliant skeptic, José Saramago envisions the life of Jesus Christ and the story of his Passion as things of this earth: A child crying, the caress of a woman half asleep, the bleat of a goat, a prayer uttered in the grayish morning light. His idea of the Holy Family reflects the real complexities of any family, and—as only Saramago can—he imagines them with tinges of vision, dream, and omen. The result is a deft psychological portrait that moves between poetry and irony, spirituality and irreverence of a savior who is at once the Son of God and a young man. In this provocative, tender novel, the subject of wide critical discussion and wonder, Saramago questions the meaning of God, the foundations of the Church, and human existence itself. (less)",
2057,The Long Goodbye: Memories of My Father,Patti   Davis,3.82,eng,205,214,31,10/1/2005,Plume Books,"Senhor José is a low-grade clerk in the city's Central Registry, where the living and the dead share the same shelf space. A middle-aged bachelor, he has no interest in anything beyond the certificates of birth, marriage, divorce, and death, that are his daily routine. But one day, when he comes across the records of an anonymous young woman, something happens to him. Obsessed, Senhor José sets off to follow the thread that may lead him to the woman-but as he gets closer, he discovers more about her, and about himself, than he would ever have wished.

The loneliness of people's lives, the effects of chance, the discovery of love-all coalesce in this extraordinary novel that displays the power and art of José Saramago in brilliant form.

(less)",
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,3.97,eng,196,250,12,10/11/2005,VIZ Media LLC,"A man went to knock at the king's door and said, Give me a boat. The king's house had many other doors, but this was the door for petitions. Since the king spent all his time sitting at the door for favors (favors being offered to the king, you understand), whenever he heard someone knocking at the door for petitions, he would pretend not to hear . . ."" Why the petitioner required a boat, where he was bound for, and who volunteered to crew for him, the reader will discover in this delightful fable, a philosophic love story worthy of Swift or Voltaire.
(less)",
2059,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,eng,2,10,2,9/20/2004,BBC Worldwide,"From the recipient of the 1998 Nobel Prize in Literature, a “brilliant...enchanting novel” (New York Times Book Review) of romance, deceit, religion, and magic set in eighteenth-century Portugal at the height of the Inquisition. National bestseller. Translated by Giovanni Pontiero.

When King and Church exercise absolute power what happens to the dreams of ordinary people? In early eighteenth century Lisbon, Baltasar, a soldier who has lost a hand in battle, falls in love with Blimunda, a young girl with strange visionary powers. From the day that he follows her home from the auto-da-fe where her mother is condemned and sent into exile, the two are bound body and soul by a love of unassailable strength. A third party shares their supper that evening: Padre Bartolemeu Lourenço, whose fantasy is to invent a flying machine. As the inquisition rages and royalty and religion clash, they pursue his impossible, not to mention heretical, dream of flight. (less)",
2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,eng,448,10135,330,2/24/2006,Viking Books,"José Saramago is a master at pacing. Readers unfamiliar with the work of this Portuguese Nobel Prize winner would do well to begin with The Cave, a novel of ideas, shaded with suspense. Spare and pensive, The Cave follows the fortunes of an aging potter, Cipriano Algor, beginning with his weekly delivery of plates to the Center, a high-walled, windowless shopping complex, residential community, and nerve center that dominates the region. What sells at the Center will sell everywhere else, and what the Center rejects can barely be given away in the surrounding towns and villages. The news for Cipriano that morning isn't good. Half of his regular pottery shipment is rejected, and he is told that the consumers now prefer plastic tableware. Over the next week, he and his grown daughter Marta grieve for their lost craft, but they gradually open their eyes to the strange bounty of their new condition: a stray dog adopts them, and a lovely widow enters Cipriano's life. When they are invited to live at the Center, it seems ungracious to refuse, but there are some strange developments under the complex, and a troubling increase in security, and Cipriano changes all their fates by deciding to investigate. In Saramago's able hands, what might have become a dry social allegory is a delicately elaborated story of individualism and unexpected love. --Regina Marler (less)",
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,eng,588,13563,235,6/12/1996,Simon  Schuster,"The world's threats are universal like the sun but Ricardo Reis takes shelter under his own shadow.

Back in Lisbon after sixteen years practicing medicine in Brazil, Ricardo Reis wanders the rain-sodden streets. He longs for the unattainably aristocratic Marcenda, but it is Lydia, the hotel chamber maid who makes and shares his bed. His old friend, the poet Fernando Pessoa, returns to see him, still wearing the suit he was buried in six weeks earlier. It is 1936, the clouds of Fascism are gathering ominously above them, so they talk; a wonderful, rambling discourse on art, truth, poetry, philosophy, destiny and love. (less)",
2071,Freedom Evolves,Daniel C. Dennett,3.83,eng,368,2324,88,1/27/2004,Penguin,"¿Qué sucede cuando Tertuliano Máximo Afonso descubre a sus treinta y ocho años que en su ciudad vive un individuo que es su copia exacta y con el que no le une ningún vínculo de sangre? Ése es el interrogante que Saramago, explorando de nuevo las profundidades del alma, plantea en El hombre duplicado. ¿Cómo saber quiénes somos? ¿En qué consiste la identidad? ¿Qué nos define como personas individuales y únicas? ¿Podemos asumir que nuestra voz, nuestros rasgos, hasta la mínima marca distintiva, se repitan en otra persona? ¿Podríamos intercambiarnos con nuestro doble sin que nuestros allegados lo percibiesen? Innovando frente a las convenciones de la novela, Saramago convierte la voz narradora en sujeto activo, en un juego metaliterario que pone al servicio de la historia y que va mucho más allá de las rupturas estrictamente formales. Una novela que se lee con la avidez de un relato de intriga pero que nos sumerge en las cuestiones esenciales de la vida. (less)",
2072,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,3.95,eng,424,573,11,7/13/1981,MIT Press,"Durante las elecciones municipales de una ciudad sin nombre, la mayoría de sus habitantes decide individualmente ejercer su derecho al voto de una manera inesperada. El gobierno teme que ese gesto revolucionario, capaz de socavar los cimientos de una democracia degenerada, sea producto de una conjura anarquista internacional o de grupos extremistas desconocidos. Las cloacas del poder se ponen en marcha: los culpables tienen que ser eliminados. Y si no se hallan, se inventan.

Los protagonistas de esta novela, un inspector de policía y la mujer que conservó la vista en la epidemia de luz blanca de ""Ensayo sobre la Ceguera"", dan muestras de la altura moral que los ciudadanos anónimos pueden alcanzar cuando deciden ejercer la libertad.

Saramago, un escritor que se ha convertido en la conciencia lúcida de una época cegada por los mecanismos del poder, lanza una llamada de alerta: «Puede suceder que un día tengamos que preguntarnos Quién ha firmado esto por mí». Ese día puede ser hoy. (less)",
2074,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,eng,192,1555,63,6/12/1997,Basic Books,"Una pequeña alfarería, un centro comercial gigantesco. Un mundo en rápido proceso de extinción, otro que crece y se multiplica como un juego de espejos donde no parece haber límites para la ilusión engañosa. La caverna habla de un modo de vivir que cada vez va siendo menos el nuestro. Todos los días se extinguen especies animales y vegetales, todos los días hay profesiones que se tornan inútiles, idiomas que dejan de tener personas que los hablen, tradiciones que pierden sentido, sentimientos que se convierten en sus contrarios.

Una familia de alfareros comprende que ha dejado de serle necesaria al mundo. Como una serpiente que muda de piel para poder crecer en otra que más adelante también se volverá pequeña, el centro comercial dice a la alfarería: «Muere, ya no necesito de ti». (less) (less)",
2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,3.61,en-US,244,21,3,6/4/1999,Copernicus Books,"""If proofreaders were given their freedom and did not have their hands and feet tied by a mass of prohibitions more binding than the penal code, they would soon transform the face of the world, establish the kingdom of universal happiness, giving drink to the thirsty, food to the famished, peace to those who live in turmoil, joy to the sorrowful ... for they would be able to do all these things simply by changing the words ..."" The power of the word is evident in Portuguese author José Saramago's novel, The History of the Siege of Lisbon. His protagonist, a proofreader named Raimundo Silva, adds a key word to a history of Portugal and thus rewrites not only the past, but also his own life.

Brilliantly translated from the Portuguese by Giovanni Pontiero, The History of the Siege of Lisbon is a meditation on the differences between historiography, historical fiction, and ""stories inserted into history."" The novel is really two stories in one: the reimagined history of the 1147 siege of Lisbon that Raimundo feels compelled to write and the story of Raimundo's life, including his unexpected love affair with the editor, Maria Sara. In Saramago's masterful hands, the strands of this complex tale weave together to create a satisfying whole. (less)",
2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,eng,212,515,37,11/21/1984,MIT Press,"En un país cuyo nombre no será mencionado, se produce algo nunca visto desde el principio del mundo: la muerte decide suspender su trabajo letal, la gente deja de morir. La euforia colectiva se desata, pero muy pronto dará paso a la desesperación y al caos. Sobran los motivos. Si es cierto que las personas ya no mueren, eso no significa que el tiempo se haya detenido. El destino de los humanos será una vejez eterna.

Se buscarán maneras de forzar a la muerte a matar aunque no lo quiera, se corromperán las conciencias en los «acuerdos de caballeros» explícitos o tácitos entre el poder político, las mafias y las familias, los ancianos serán detestados por haberse convertido en estorbos irremovibles. Hasta el día en que la muerte decide volver...

Arrancando una vez más de una proposición contraria a la evidencia de los hechos corrientes, José Saramago desarrolla una narrativa de gran fecundidad literaria, social y filosófica que sitúa en el centro la perplejidad del hombre ante la impostergable finitud de la existencia. Parábola de la corta distancia que separa lo efímero de lo eterno, Las intermitencias de la muerte bien podría terminar tal como empieza: «Al día siguiente no murió nadie.» (less)",
2081,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter/Daniel C. Dennett,4.14,eng,512,4786,92,4/1/1985,Bantam Books,"The Treasured Writings of Kahlil Gibran"" represents the most comprehensive volume of works of the Lebanese poet and philosopher ever published. This enriching collection of stories, prose poems, verse, parables and autobiographical essays comprising the major body of Kahlil Gibran's works have been carefully translated and edited by a noted trio of Gibran scholars... Martin L. Wolf, Anthony R. Ferris and Andrew Dib Sherfan.
Each of the ten books included in this beautifully bound collectors' volume has been hailed by critics as literary masterpieces. The works in this collection clearly demonstrate why critics regard Kahlil Gibran as eminently among the world's great writers. His writings reflect the wistful beauty, fierce anger, lofty majesty and the abiding peace that Eastern wisdom achieves in its contemplation.
Often revered as the Dante of the twentieth century, the immortal savant of Lebanon, Kahlil Gibran created verses and lyric prose which impart to the reader a grand symphony of sparkling joys. These qualities have made Kahlil Gibran master of the written word. (less)",
2093,The Illustrated A Brief History of Time,Stephen Hawking,4.17,eng,256,817,63,11/1/1996,Bantam Books,"Kahlil Gibran’s masterpiece, The Prophet, is one of the most beloved classics of our time. Published in 1923, it has been translated into more than twenty languages, and the American editions alone have sold more than nine million copies.

The Prophet is a collection of poetic essays that are philosophical, spiritual, and, above all, inspirational. Gibran’s musings are divided into twenty-eight chapters covering such sprawling topics as love, marriage, children, giving, eating and drinking, work, joy and sorrow, housing, clothes, buying and selling, crime and punishment, laws, freedom, reason and passion, pain, self-knowledge, teaching, friendship, talking, time, good and evil, prayer, pleasure, beauty, religion, and death. (less)",
2094,A Briefer History of Time,Stephen Hawking/Leonard Mlodinow,4.22,eng,176,24035,828,9/27/2005,Bantam,"Essential Edition handsomely packaged with french flaps, rough fronts, high-quality paper, and a distinctive cover look

On the Road chronicles Jack Kerouac's years traveling the North American continent with his friend Neal Cassady, ""a sideburned hero of the snowy West."" As ""Sal Paradise"" and ""Dean Moriarty,"" the two roam the country in a quest for self-knowledge and experience. Kerouac's love of America, his compassion for humanity, and his sense of language as jazz combine to make On the Road an inspirational work of lasting importance.

Kerouac's classic novel of freedom and longing defined what it meant to be ""Beat"" and has inspired every generation since its initial publication more than forty years ago.
(less)",
2095,The Universe in a Nutshell,Stephen Hawking,4.15,eng,216,29607,645,11/6/2001,Bantam,"On The Road swings to the rhythms of 1950s underground America, jazz, sex, generosity, chill dawns and drugs, with Sal Paradise and his hero Dean Moriarty, traveller and mystic, the living epitome of Beat. Now recognized as a modern classic, Kerouac's American Dream is nearer that of Walt Whitman than F. Scott Fitzgerald's, and the narrative goes racing towards the sunset with unforgettable exuberance, poignancy and passion. (less)",
2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,4.07,eng,1160,1682,51,10/4/2005,Running Press Book Publishers,"Willem de Kooning is one of the most important artists of the twentieth century, a true “painter’s painter” whose protean work continues to inspire many artists. In the thirties and forties, along with Arshile Gorky and Jackson Pollock, he became a key figure in the revolutionary American movement of abstract expressionism. Of all the painters in that group, he worked the longest and was the most prolific, creating powerful, startling images well into the 1980s.

The first major biography of de Kooning captures both the life and work of this complex, romantic figure in American culture. Ten years in the making, and based on previously unseen letters and documents as well as on hundreds of interviews, this is a fresh, richly detailed, and masterful portrait. The young de Kooning overcame an unstable, impoverished, and often violent early family life to enter the Academie in Rotterdam, where he learned both classic art and guild techniques. Arriving in New York as a stowaway from Holland in 1926, he underwent a long struggle to become a painter and an American, developing a passionate friendship with his fellow immigrant Arshile Gorky, who was both a mentor and an inspiration. During the Depression, de Kooning emerged as a central figure in the bohemian world of downtown New York, surviving by doing commercial work and painting murals for the WPA. His first show at the Egan Gallery in 1948 was a revelation. Soon, the critics Harold Rosenberg and Thomas Hess were championing his work, and de Kooning took his place as the charismatic leader of the New York school—just as American art began to dominate the international scene.

Dashingly handsome and treated like a movie star on the streets of downtown New York, de Kooning had a tumultuous marriage to Elaine de Kooning, herself a fascinating character of the period. At the height of his fame, he spent his days painting powerful abstractions and intense, disturbing pictures of the female figure—and his nights living on the edge, drinking, womanizing, and talking at the Cedar bar with such friends as Franz Kline and Frank O’Hara. By the 1960s, exhausted by the feverish art world, he retreated to the Springs on Long Island, where he painted an extraordinary series of lush pastorals. In the 1980s, as he slowly declined into what was almost certainly Alzheimer’s, he created a vast body of haunting and ethereal late work.

This is an authoritative and brilliant exploration of the art, life, and world of an American master. (less)",
2099,Stephen Hawking's Universe: The Cosmos Explained,David Filkin/Stephen Hawking,4.29,eng,304,1469,22,10/9/1998,Basic Books,"Dutch-American painter Willem de Kooning was a first generation Abstract Expressionist. Starting as an ""angry young man"" in the 1930s, he is best known for his Women series-a subject he pursued from the beginning to the end of his career. In the 1970s he began to make sculptures.
At a ripe old age, de Kooning's furor made way for a quiet, almost conceptual art of painting that is nevertheless full of suspense. Heading in a new direction, his works became more drawing-like, with a preference for primary colors, eventually including pastel colors to the palette. Bridging the gap to Minimalism, he never abandoned gestural forms.
This volume is the first to focus on Willem de Kooning's late paintings, with essays by Julie Sylvester and David Sylvester. It accompanies a travelling exhibition starting at the Hermitage Museum St. Petersburg in summer 2006 and presenting 24 works, most of which have never been seen before.
(less)",
2100,The Future of Spacetime,Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,3.94,eng,224,257,10,6/17/2003,W. W. Norton  Company,"A dazzling memoir of an African childhood from Nobel Prize-winning Nigerian novelist, playwright, and poet Wole Soyinka.

""Aké: The Years of Childhood"" gives us the story of Soyinka's boyhood before and during World War II in a Yoruba village in western Nigeria called Aké. A relentlessly curious child who loved books and getting into trouble, Soyinka grew up on a parsonage compound, raised by Christian parents and by a grandfather who introduced him to Yoruba spiritual traditions. His vivid evocation of the colorful sights, sounds, and aromas of the world that shaped him is both lyrically beautiful and laced with humor and the sheer delight of a child's-eye view.

A classic of African autobiography, ""Aké"" is also a transcendantly timeless portrait of the mysteries of childhood. (less)",
2102,Stephen Hawking's Universe,John Boslough,4.02,eng,160,674,30,6/1/1989,Avon,"In his bestselling first book, Getting Things Done, veteran coach and management consultant David Allen presented his breakthrough methods to increase efficiency. Now ""the personal productivity guru"" (Fast Company) shows readers how to increase their ability to work better, not harder every day. Based on Allen's highly popular e-newsletter, Ready for Anything offers readers 52 ways to immediately clear your head for creativity, focus your attention, create structures that work, and take action to get things moving.
With wit, inspiration, and know-how, Allen shows readers how to make things happen with less effort and stress, and lots more energy, creativity, and effectiveness. Ready for Anything is the perfect book for anyone wanting to work and live at his or her very best.
(less)",
2103,The Nature of Space and Time,Stephen Hawking/Roger Penrose,4.09,eng,152,989,40,10/8/2000,Princeton University Press,"More than two millennia ago the famous Chinese general Sun Tzu wrote the classic work on military strategy, The Art of War. Now, in Sun Tzu and the Art of Business, Mark R. McNeilly shows how Sun Tzu's strategic principles can be successfully applied to modern business situations. Here are really two books in one: McNeilly's synthesis of Sun Tzu's ideas into six strategic principles for the business executive, plus the entire text of Samuel B. Griffith's popular translation of The Art of War. Within, McNeilly explains how to gain market share without inciting competitive retaliation, how to attack a competitor's weak points, and how to maximize the power of market information for competitive advantage. He also demonstrates the value of speed, preparation, and secrecy in throwing the competition off-balance, employing strategy to beat the competition, and the need for character in successful leaders. In his final chapter, McNeilly presents a practical method to put Sun Tzu and The Art of Business into practice. By using modern examples throughout the book from GE, Microsoft, AT&T, BMW, Southwest Airlines, FedEx, and many others, he illustrates how, by following the wisdom of history's most respected strategist, executives can avoid the pitfalls of management fads and achieve lasting competitive advantage. (less)",
2104,The Physics of Star Trek,Lawrence M. Krauss/Stephen Hawking,3.83,eng,188,4774,178,8/16/1996,ReganBooks,"The book that changed marketing forever is now updated for the new millennium

In 1986, Marketing Warfare propelled the industry into a new, modern sensibility and a world of unprecedented profit. Now, two decades later, this Annotated Edition provides the latest, most powerful tactics that have become synonymous with the names Ries and Trout. New content includes in-depth analyses of some of the biggest marketing successes and blunders of the past two decades--including Volkswagen, Sony, Coca Cola, Budweiser, IBM, and McDonalds--along with annotated reproductions of winning and losing ads. (less)",
2107,Falconry & Hawking,Phillip Glasier,4.31,eng,352,51,5,2/1/2006,Batsford,"An alternate cover edition exists here.

The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas.

Gladwell introduces us to the particular personality types who are natural pollinators of new ideas and trends, the people who create the phenomenon of word of mouth. He analyzes fashion trends, smoking, children's television, direct mail, and the early days of the American Revolution for clues about making ideas infectious, and visits a religious commune, a successful high-tech company, and one of the world's greatest salesmen to show how to start and sustain social epidemics. (less)",
